trial_id,offence_pp_general,offence_pp,pp_sentence_years,trial_month,trial_year,trial_place,pris_ht_pp,def_age_pp,def_literacy,def_religion_pp,marital_status_pp,children_nr,cash_sav_pp,occupation_pp,coloffence_info,offence_ni,death_in_custody_pp,length_of_stay_until_probat,length_of_stay_until_tl,previous_convictions
695748,STEALING,BURGLARY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read or Both Little,Protestant,M,"(2.0, 12.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695749,STEALING,STEALING,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(23.0, 28.0]",Illiterate,UNKNOWN,M,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695750,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Illiterate,Protestant,M,"(2.0, 12.0]","(-0.001, 48.0]",SHEPHERD,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695751,ROBBERY,HIGHWAY_ROBBERY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(23.0, 28.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(7.796, 27.433]",No Previous Convictions
695752,STEALING,STEALING,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",STAFFORD,"(162.56, 165.1]","(28.0, 70.0]",Read and Write,UNKNOWN,M,"(-0.001, 2.0]","(48.0, 214.0]",BUTCHER,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695753,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(20.0, 23.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695754,ROBBERY,HIGHWAY_ROBBERY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695755,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(20.0, 23.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695756,STEALING,BURGLARY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695757,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695758,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read and Write,UNKNOWN,M,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695759,ROBBERY,ROBBERY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695760,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695761,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1839.0, 1843.0]",STAFFORD,"(121.919, 162.56]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695762,ASSAULT,STRIKING,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Read or Both Little,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695763,ASSAULT,STRIKING,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Read Little,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695764,DESTRUCTION,ARSON,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",STAFFORD,"(121.919, 162.56]","(28.0, 70.0]",Read and Write,Protestant,W,"(2.0, 12.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695765,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",YORKSHIRE,"(165.1, 167.64]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695766,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(165.1, 167.64]","(23.0, 28.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695767,SEXUAL,BESTIALITY,"(15.0, 99.0]","(9.0, 12.0]","(1839.0, 1843.0]",STAFFORD,"(162.56, 165.1]","(28.0, 70.0]",Read and Write,UNKNOWN,M,"(2.0, 12.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695768,SEXUAL,RAPE,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Read Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695769,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Read and Write,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",SHOEMAKER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695770,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(165.1, 167.64]","(23.0, 28.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",GROOM,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695771,STEALING,STEALING,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Illiterate,Protestant,M,"(2.0, 12.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695772,SEXUAL,RAPE,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(165.1, 167.64]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695773,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695774,ASSAULT,ASSAULT,"(15.0, 99.0]","(9.0, 12.0]","(1839.0, 1843.0]",STAFFORD,"(167.64, 200.66]","(23.0, 28.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695775,STEALING,BURGLARY,"(0.999, 10.0]","(9.0, 12.0]","(1839.0, 1843.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695776,STEALING,BURGLARY,"(0.999, 10.0]","(9.0, 12.0]","(1839.0, 1843.0]",UNKNOWN,"(165.1, 167.64]","(23.0, 28.0]",Read and Write,Roman Catholic,W,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695777,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Illiterate,Protestant,M,"(2.0, 12.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695778,SEXUAL,RAPE,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695779,DESTRUCTION,ARSON,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(165.1, 167.64]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",GROOM,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695780,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695781,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(20.0, 23.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695782,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(20.0, 23.0]",Read and Write,Roman Catholic,S,"(-0.001, 2.0]","(-0.001, 48.0]",BRICKLAYER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695783,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Read or Both Little,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",SHOEMAKER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695784,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695785,STEALING,BURGLARY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(23.0, 28.0]",Read and Write,UNKNOWN,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695786,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(28.0, 70.0]",Read and Write,Independent,W,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(7.796, 27.433]",No Previous Convictions
695787,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(20.0, 23.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695788,UNKNOWN,UNKNOWN,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read or Both Little,UNKNOWN,M,"(2.0, 12.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695789,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",GROOM,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695790,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(28.0, 70.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",TAILOR,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695791,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(28.0, 70.0]",Read Little,UNKNOWN,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695792,ROBBERY,HIGHWAY_ROBBERY,"(15.0, 99.0]","(3.0, 7.0]","(1839.0, 1843.0]",UNKNOWN,"(121.919, 162.56]","(28.0, 70.0]",Read or Both Little,Protestant,M,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695793,ROBBERY,HIGHWAY_ROBBERY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",GROOM,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695794,STEALING,BURGLARY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Read and Write,Wesleyan Methodist,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695795,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(8.999, 20.0]",Read or Both Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",DOMESTIC,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695796,UNKNOWN,UNKNOWN,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(20.0, 23.0]",Read and Write,UNKNOWN,S,"(-0.001, 2.0]","(-0.001, 48.0]",CARPENTER,No Colony Offence,Has Offence in NI,Died in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695797,ASSAULT,WOUNDING,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",STAFFORD,"(167.64, 200.66]","(23.0, 28.0]",Read and Write,Roman Catholic,S,"(-0.001, 2.0]","(48.0, 214.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695798,STEALING,BURGLARY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(121.919, 162.56]","(20.0, 23.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",DOMESTIC,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695799,UNKNOWN,UNKNOWN,"(10.0, 15.0]","(9.0, 12.0]","(1839.0, 1843.0]",UNKNOWN,"(167.64, 200.66]","(23.0, 28.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",FARM LABOURER,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695800,STEALING,BURGLARY,"(10.0, 15.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(162.56, 165.1]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",LABOURER,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695801,DESTRUCTION,ARSON,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(121.919, 162.56]","(23.0, 28.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(3.649, 30.929]","(2.9090000000000003, 7.796]",No Previous Convictions
695802,ASSAULT,MANSLAUGHTER,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",CENTRAL CRIMINAL COURT,"(121.919, 162.56]","(28.0, 70.0]",Read and Write,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",SEAMAN,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695803,ROBBERY,HIGHWAY_ROBBERY,"(15.0, 99.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(28.0, 70.0]",Read Little,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",SAILOR,No Colony Offence,Has Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
695804,STEALING,BURGLARY,"(0.999, 10.0]","(0.999, 3.0]","(1843.0, 1845.0]",UNKNOWN,"(167.64, 200.66]","(20.0, 23.0]",Illiterate,Protestant,S,"(-0.001, 2.0]","(-0.001, 48.0]",UNKNOWN,No Colony Offence,No Offence in NI,Did Not Die in Custody,"(1.717, 3.649]","(2.9090000000000003, 7.796]",No Previous Convictions
